location,well_or_spring_name,WGS84_latitude,WGS84_longitude,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L,Database_number
Löhnberg-Selters,Altselters I,50.52693083519431,8.2846271276497,22,"Quartzite, Slate",Devonian,15,,,,,,305.0,24.0,280.0,363.0,69,1269.0,,13,,,,,,,,,6.0
Löhnberg-Selters,Altselters II,50.52648047070526,8.284492893697626,63,"Quartzite, Slate",Devonian,13,,,,,,724.1,95.1,263.9,766.8,49,1925.0,,32,,,6,,,,,,6.0
Löhnberg-Selters,Neuseltersquelle,50.52960158104813,8.295024654528238,40,Quartzite ,Devonian,13,,,,,,831.9,104.0,312.3,1152.0,15.68,1736.0,1.924,20.82,Traces,1.407,4.238,1.49,,,26.2,,6.0
Löhnberg-Selters,Selterssprudel,50.52213311093746,8.279340496759609,307,"Quartzite, Slate",Devonian,11.5,6716.0,,,,,1592.0,153.1,347.7,1835.0,21.39,2981.0,1.728,47,2.768,3.108,10.43,0.928,Traces,0.003,17.04,,6.0
Löhnberg-Selters,Selterssprudel,50.52213311093746,8.279340496759609,307,"Quartzite, Slate",Devonian,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Lohra,Götzenmühle,50.74354871650183,8.616012533086737,132,Slate,Devonian,n.s.,,,,,,1400.0,47.4,138.2,2072.4,20.3,646.6,,17,,,6,,,,,,6.0
Ludwigsau-Meckbach,Meckbach,50.91858400553243,9.807692630166324,329,Dolomite,Permian,17,,7.5,,,,3110.0,130.0,535.0,4735.0,1659,168.0,,33,,,,,,,,,6.0
Ludwigsau-Reilos,Reilos,50.90830010088396,9.731156055076408,75,Sandstone,Triassic,10.8,,,,,,83.0,99.0,400.0,144.8,1333.9,195.2,,,,,,,,,,,6.0
Lützelbach,Lützel-Wiebelsbach,49.78281416312127,9.074156945615076,120,Sandstone,Triassic,11.7,130.0,6.34,323.0,,8.4,2.7,2.6,19.0,5.5,1.3,58.0,,1.6,0.073,,"<0,03",,0.032,8.5,16.77,,6.0
Malsfeld,Clausbach,51.09702158697486,9.52696639826479,200,Sandstone,Triassic,14,460.0,7.3,,,1.8,10.1,16.6,49.1,5.1,34.9,211.3,,5.3,,,0.95,0.212,,0.4,,,6.0
Malsfeld,"Firma Vietmeyer, Quelle 1",51.09195001007847,9.554460650231919,50,Sandstone,Triassic,10.5,,,,,,293.6,169.7,607.4,175.9,1005,1986.0,,,,,12.85,,,,,,6.0
Malsfeld,"Firma Vietmeyer, Quelle 1",51.09195001007847,9.554460650231919,50,Sandstone,Triassic,11.1,3830.0,5.9,,,,287.0,171.0,615.0,190.0,1059,1895.0,0.5,24.5,5.8,,12,0.6,1.1,,60.0,,6.0
Malsfeld,Gemeindebrunnen,51.09230958468481,9.554464950167498,45,Sandstone,Triassic,11,,,,,,281.5,107.3,640.3,125.1,1127.5,1938.2,,,,,11,0.44,,,,,6.0
Malsfeld,Gemeindebrunnen,51.09230958468481,9.554464950167498,47.75,Sandstone,Triassic,11.2,,6.1,,,,257.1,162.2,618.4,128.4,977.4,1993.0,,28.69,,,13.49,0.93,,,,,6.0
Malsfeld-Beiseförth,Fuldataler Mineralbrunnen,51.08967408493935,9.560428894009322,77.5,Sandstone,Triassic,10.5,2940.0,6.1,,,,160.0,146.0,452.0,53.7,444,1934.0,0.31,20,4.5,,8.1,0.46,0.31,0.22,63.2,,6.0
Malsfeld-Beiseförth,Wildsbergquelle,51.08859193853618,9.561129544021956,50,Sandstone,Triassic,9.9,,6.2,,,,213.4,167.0,554.9,84.45,625.5,2218.0,,25.7,,,10.72,0.39,,,59.3,,6.0
Malsfeld-Beiseförth,Wildsbergquelle,51.08859193853618,9.561129544021956,50,Sandstone,Triassic,10.2,,,,,,167.1,132.4,416.7,68.8,485.8,1675.0,,20.7,,,0.08,0.62,,,48.8,,6.0
Malsfeld-Dagobertshausen,Dagobertshausen,51.08866360151951,9.506030542135743,150,Sandstone,Triassic,10.3,370.0,6.57,,,2.9,6.0,13.6,54.3,8.8,27.4,204.8,,5,,,5.42,0.171,,0.5,,,6.0
Malsfeld-Dagobertshausen,Hegeholz,51.06932202564363,9.509101377091861,220,Sandstone,Triassic,12.3,243.0,7.08,,,8.1,5.7,4.2,42.5,10.6,8.6,122.0,,1.6,,,0.04,<0.005,,14.9,,,6.0
Melsungen,Hospital,51.12850875145497,9.579185975047276,114,Sandstone,Triassic,14.2,316.0,7.28,,,6.3,8.4,13.6,37.6,13.9,15.8,158.0,,2.2,,0,0,0,,5.6,,,6.0
Melsungen,Melgershäuser Wiese,51.13522446990456,9.52782980721226,150,Sandstone,Triassic,12,570.0,6.94,,,5.8,7.1,17.8,86.7,25.7,39.4,265.0,,2.1,,0,0,0.031,,13,,,6.0
Melsungen,Stadtwald,51.12767279028201,9.566317561720192,121,Sandstone,Triassic,13.5,251.0,6.59,,,5.9,8.2,9.5,27.5,13.5,11.7,109.0,,2,,0,0,0,,7.8,,,6.0
Melsungen-Günsterrode,Paularsch,51.15673687156483,9.647729428898092,160,Sandstone,Triassic,15.8,252.0,7.69,,,5.3,9.1,10.8,22.0,7.8,17.2,110.0,,2,,0,0.117,0.006,,2.3,,,6.0
Melsungen-Kehrenbach,Salmsbach,51.17451117075174,9.619233180559174,140,Sandstone,Triassic,13.6,123.0,6.24,,,4.6,8.3,6.0,8.0,3.2,14.6,55.5,,2.6,,0,0,0.01,,1.2,,,6.0
Melsungen-Kirchhof,Alter Köhlerplatz,51.14040270483731,9.62620784716342,220,Sandstone,Triassic,13.3,278.0,7.55,,,,10.0,15.4,26.6,4.1,7.3,170.0,,2.3,,0,0.015,0,,1.9,,,6.0
Melsungen-Kirchhof,Altes Gehege,51.14567402288848,9.632281902165152,167.5,Sandstone,Triassic,13.5,241.0,7.48,,,5.4,9.3,12.7,22.4,6.2,10.5,134.0,,1.9,,0,0,0.007,,2,,,6.0
Melsungen-Kirchhof,Steinköpfchen,51.15366389666787,9.617524633181795,110,Sandstone,Triassic,13.3,176.0,6.39,,,6,10.1,9.9,11.1,6.8,18.6,73.2,,2.2,,0,0,0.007,,4.9,,,6.0
Mengerskirchen-Dillhausen,Sauerbrunnen,50.55691001235908,8.207466764885785,0,Slate,Devonian,8.6,,,,,,25.8,43.2,196.5,5.5,6.7,896.1,,,,,12.3,,,,,,6.0
Mengerskirchen-Probbach,Sauerborn,50.54260953411665,8.210683524748385,4,Slate  ,Devonian,12.5,,,,,,28.7,22.31,221.7,6.428,4.11,891.3,,1.68,,,15.39,,,Traces,34.41,,6.0
Mengerskirchen-Probbach,Sauerborn,50.54260953411665,8.210683524748385,4,Slate  ,Devonian,7.1,,,,,,39.4,52.0,274.0,5.1,2.8,1213.0,,,,,10.9,,,,,,6.0
Michelstadt,Balserwiese,49.67605880245529,8.991575160241554,120,Sandstone,Triassic,11.2,77.0,6.01,321.0,,9.5,1.9,1.6,9.6,4.1,1.8,27.5,0.003,1.6,0.051,,"<0,03",,0.029,6.8,16.77,,6.0
Michelstadt,Heuberg,49.69169485205063,9.017284777996373,200,Sandstone,Triassic,11.8,73.0,6.17,276.0,,8.2,2.0,1.3,9.8,2.9,1.3,32.3,0.012,1.4,0.039,,"<0,03",,0.028,2.8,17.42,,6.0
Michelstadt,Heuberg,49.69169485205063,9.017284777996373,200,Sandstone,Triassic,12.9,82.3,6.16,,,9.3,2.3,1.5,11.0,4.0,3,35.0,,1.5,,<0.05,<0.006,<0.006,,5,,,6.0
Michelstadt ,Balserwiese,49.67605880245529,8.991575160241554,120,Sandstone,Triassic,12.2,73.7,5.99,,,9,2.0,1.5,9.1,4.0,2,29.0,,1.6,,<0.05,<0.006,<0.006,,7,,,6.0
Michelstadt-Steinbach,Steinbach,49.68396209074204,8.98506011611679,136.5,Sandstone,Triassic,10.9,55.0,5.85,310.0,,8.6,1.9,0.9,5.9,4.0,1.1,15.9,0.012,1.6,0.029,,"<0,03",,0.022,6,11.9,,6.0
Michelstadt-Steinbach,Steinbach,49.68396209074204,8.98506011611679,136.5,Sandstone,Triassic,12.2,50.8,5.97,,,9.1,1.8,0.8,5.6,3.0,0,16.0,,1.6,,<0.05,<0.006,<0.006,,6,,,6.0
Michelstadt-Vielbrunn,Vielbrunn,49.7011903565497,9.080909082998195,278,Sandstone,Triassic,11.8,37.1,5.72,,,8.5,1.6,0.4,5.0,2.0,0.75,15.0,,1.3,,,<0.006,<0.006,,2,,,6.0
Mörlenbach,Weihrich IV,49.60261535675262,8.731446586498523,97,Granodiorite,Carboniferous,10.9,748.0,7.1,,,7.1,10.6,17.9,118.0,16.0,48,386.0,,2.1,,<0.01,<0.02,<0.02,,26,,,6.0
Morschen-Altenmorschen,Rangengrund III,51.08587082846034,9.619333506577899,230,"Sandstone, Limestone",Triassic,10.9,391.0,6.65,,,9.1,5.5,11.1,57.7,7.3,106,84.97,,2,,,0.03,0.012,,2.6,,,6.0
Morschen-Eubach,Eubach IV,51.08422963106555,9.64029328762632,101.5,Sandstone,Triassic,12.1,266.0,6.88,,,5.4,5.7,12.4,26.7,7.9,21.4,119.8,,2.4,,,<0.01,<0.005,,2.2,,,6.0
Morschen-Neumorschen,Neumorschen,51.04549740918981,9.5861364886414,160,Dolomite,Triassic,13.2,826.0,7.2,,,8.1,9.3,33.1,116.0,30.2,73.6,379.1,,3.1,,,0.04,<0.005,,25.1,,,6.0
Mücke-Merlau,B-186 OVAG,50.62289509361396,9.034343117514302,200,Basalt,Neogene,n.s.,,7.71,,,,6.4,16.0,20.8,7.6,10.3,143.0,,1.7,,0,0.03,0,,11.5,35.15,,6.0
Mücke-Niedergemünden,Nieder-Gemünden,50.64551118844451,9.003676335812584,145,Basalt,Neogene,12.5,,8.03,,,,6.8,12.1,20.7,5.5,traces,124.032,,0.9,,0,<0.05,0,,2.7,39.0,,6.0
Münzenberg,Mineralquelle Junkermühle,50.46363160369084,8.771533899219873,0,Unconsolidated rocks,Quaternary,10.6,,6.4,,,,3500.69,154.68,483.68,6344.64,16.67,647.21,,97,,,6.82,,,9.63,,,6.0
Münzenberg-Oberhörgern,Mineralquelle  Salzwiesen,50.46613267092676,8.763351844404001,1.4,Unconsolidated rocks,Quaternary,10.8,,6.2,,,,2600.0,96.5,365.0,4548.0,13.9,704.0,,68,,,,,,,,,6.0
Münzenberg-Trais,Flachbohrung,50.4741940128586,8.794729196634833,2,Unconsolidated rocks,Quaternary,n.s.,,,,,,352.0,72.96,198.6,660.3,36.36,740.54,,1.12,,,,,,0,,,6.0
Naststätten,Nastättener Sauerbrunnen,50.18405165634965,7.870640147730144,0,Slate,Devonian,n.s.,,,,,,196.2,82.03,326.5,5.33,2.71,1995.0,,5.26,,0.4,29.44,3.1,,,57.36,,6.0
Neuental-Zimmerrode,Haarhausen IX,50.99213822622356,9.246577946282576,170,Sandstone,Triassic,10.8,450.0,7.5,,,,,,,,,104.0,,,,,,,,,,,6.0
Neuental-Zimmerrode,Haarhausen IX,50.99213822622356,9.246577946282576,170,Sandstone,Triassic,12.3,374.0,6.79,,,5.1,7.0,13.5,41.7,16.2,22.4,119.6,,4,,<0.05,<0.01,<0.001,,30.3,,,6.0
Neuental-Zimmerrode,Haarhausen VI ,51.01714187315292,9.241009532473587,165,Sandstone,Triassic,10.4,386.0,7.04,,,5.1,7.5,10.6,35.9,14.6,25,128.0,,3.8,,0,0.02,0,,23.5,,,6.0
Neu-Isenburg,Brunnen 14,50.03870476014012,8.671070712435633,100.6,Unconsolidated rocks,Neogene,9.9,276.0,6.46,,,1.3,10.2,4.8,30.2,24.0,60,34.0,,2.7,,,0.47,0.02,,<1,,,6.0
Neu-Isenburg,Brunnen 16,50.037474081167,8.668314956810967,101,Unconsolidated rocks,Neogene,9.9,479.0,6.62,,,9.1,14.0,10.3,59.2,27.0,91,71.0,,2.9,,,0.08,<0.02,,51,,,6.0
Neu-Isenburg,Henninger-Bräu AG IV,50.09761892145372,8.698497502246063,247,?,Permian,n.s.,1200.0,7.8,,,,623.0,38.9,36.1,170.0,148,1482.3,,,,5,0.04,,,<3,,,6.0
Neukirchen (Knüll),Eichenwald,50.88063989388881,9.358965144418425,70,Sandstone,Triassic,11.9,225.0,7.41,,,6.2,5.6,11.6,24.0,10.0,9.9,112.8,,1.7,,0,0,0,,6,,,6.0
Neukirchen (Knüll)-Christerode,Christerode,50.87320149197104,9.406648888815775,120,Sandstone,Triassic,9.5,,6.1,,,7.6,6.7,18.8,0.0,6.4,2.1,82.9,,,,,0,0,,10.4,,,6.0
Neukirchen (Knüll)-Hauptschwenda,Sommerleid,50.89172635110037,9.378381703224957,222,Sandstone,Triassic,11,,6.0,,,6.7,2.5,24.6,8.5,9.9,2.9,134.8,,,,,Traces,0,,1.2,,,6.0
Neukirchen (Knüll)-Hauptschwenda,Sommerleid,50.89172635110037,9.378381703224957,222,Sandstone,Triassic,11.9,272.0,7.53,,,8.4,5.7,21.3,28.0,3.0,3,198.3,,1.6,,0,0.02,0,,0.8,,,6.0
Neukirchen (Knüll)-Rückershausen,Goldbach,50.88394643316563,9.335398876053617,269,Sandstone,Triassic,11.6,141.0,6.26,,,5.3,6.3,5.7,14.7,9.9,11.5,55.0,,2.4,,,0.321,0.062,,2.3,,,6.0
Nidda-Bad Salzhausen,Lithiumquelle,51.31386852690851,8.982500051782543,8.45,Unconsolidated rocks,Quaternary,16,,,,,,2545.0,109.0,258.0,4307.0,357,510.0,2.43,177.6,,,5.4,,,,14.8,,6.0
Nidda-Bad Salzhausen,Lithiumquelle,51.31386852690851,8.982500051782543,8.45,Unconsolidated rocks,Quaternary,16.5,,,,,,2562.0,105.1,266.0,4345.0,353.2,537.1,,168.7,,1.1,4.4,Traces,,,13.0,,6.0
Nidda-Bad Salzhausen,Lithiumquelle,51.31386852690851,8.982500051782543,8.45,Unconsolidated rocks,Quaternary,15.6,13200.0,6.27,120.0,,,2450.0,96.8,242.0,4010.0,355,582.0,2.2,76.9,6,0.67,2.2,0.096,0.23,1.3,13.1,,6.0
Nidda-Bad Salzhausen,Nibelungenquelle,51.30526262840827,10.41984374170439,204,"Sandstone, Pelite",Neogene/Paleogene,18.4,,,,,,8641.0,473.4,988.8,15100.0,1186,1342.0,,,,,13.65,,,,,,6.0
Nidda-Bad Salzhausen,Roland-Krug-Quelle,51.30719792369558,10.42334581776726,197.3,"Sandstone, Pelite",Neogene/Paleogene,16.8,36900.0,6.09,50.0,,0.8,7350.0,408.0,810.0,12700.0,965,1240.0,6.3,180,23.6,3.6,12,0.4,0.25,<0.03,10.0,,6.0
Nidda-Bad Salzhausen,Schwefelquelle,51.31530740180045,8.986802904951286,7,Unconsolidated rocks,Quaternary,13.5,,,,,,1804.0,133.7,274.4,3175.0,196.1,574.8,,8.8,,,1.8,,,,20.5,,6.0
Nidda-Bad Salzhausen,Schwefelquelle,51.31530740180045,8.986802904951286,7,Unconsolidated rocks,Quaternary,11.6,,6.7,,,,2771.0,202.8,410.9,4973.0,443.2,623.6,,69.34,,2,4.99,0.29,,,16.13,,6.0
Nidda-Bad Salzhausen,Schwefelquelle,51.31530740180045,8.986802904951286,7,Unconsolidated rocks,Quaternary,12.5,16300.0,6.61,-60.0,,,2920.0,202.0,411.0,5150.0,460,623.0,2,76.3,10.7,1.7,3,0.26,0.39,<0.03,13.6,,6.0
Nidda-Bad Salzhausen,Södergrundquelle,50.41566451647723,8.987617325572781,56.5,Unconsolidated rocks,Neogene/Paleogene,13,,,,,,4531.0,194.0,515.0,7600.0,641,756.0,,,,,18.6,,,,,,6.0
Nidda-Bad Salzhausen,Södergrundquelle,50.41566451647723,8.987617325572781,56.5,Unconsolidated rocks,Neogene/Paleogene,13.2,,6.51,,,,3670.0,233.0,472.2,6460.0,548.2,738.0,,93.4,,1.47,8.32,0.154,,,14.02,,6.0
Nidda-Bad Salzhausen,Solebohrung I,50.41548438459749,8.984943850677839,10,Unconsolidated rocks,Neogene/Paleogene,10.8,,,,,,4347.0,245.3,498.4,7734.0,615.7,566.0,3.631,233.2,,,2.9,,,,22.9,,6.0
Nidda-Bad Salzhausen,Solebohrung I,50.41548438459749,8.984943850677839,10,Unconsolidated rocks,Neogene/Paleogene,13.6,,6.5,,,,4039.0,232.7,502.7,7044.0,581.7,753.0,,124.2,,1,2.73,0.14,,2.5,39.06,,6.0
Nidda-Bad Salzhausen,Solebohrung III,50.41539434465051,8.983958899347446,10,Unconsolidated rocks,Neogene/Paleogene,8.2,,,,,,4114.0,227.7,490.3,7440.0,594,744.3,3.2,474.1,,,,,,,21.1,,6.0
Nidda-Bad Salzhausen,Solebohrung III,50.41539434465051,8.983958899347446,10,Unconsolidated rocks,Neogene/Paleogene,14.1,,6.3,,,,5326.0,269.1,589.9,9188.0,713.7,829.1,,158.1,,1.6,6.57,0.2,,,35.54,,6.0
Nidda-Bad Salzhausen,Solebohrung V,50.41530453119864,8.984662485395585,10,Unconsolidated rocks,Neogene/Paleogene,15,,,,,,3737.0,231.2,463.8,6604.0,567.2,757.7,,236.5,,,6.5,,,,22.3,,6.0
Nidda-Bad Salzhausen,Solebohrung V,50.41530453119864,8.984662485395585,10,Unconsolidated rocks,Neogene/Paleogene,13,,6.5,,,,3716.0,219.0,427.7,6457.0,507,683.0,,105.3,,,5.6,0.25,,,14.4,,6.0
Nidda-Bad Salzhausen,Solebohrung VI,50.41539459956529,8.985928859009112,10,Unconsolidated rocks,Neogene/Paleogene,11.6,,6.6,,,,3341.0,198.7,396.3,5768.0,527.5,622.2,,89.04,,1.31,3.09,0.28,,,11.96,,6.0
Nidda-Bad Salzhausen,Stahlquelle,51.31701554848306,8.988236934978374,19.8,Unconsolidated rocks,Neogene/Paleogene,11.8,,,,,,611.0,70.5,211.4,1292.0,37.9,411.7,,,,,31.7,,,,24.1,,6.0
Nidda-Bad Salzhausen,Stahlquelle,51.31701554848306,8.988236934978374,19.8,Unconsolidated rocks,Neogene/Paleogene,11.3,,6.92,,,,326.0,32.1,80.1,540.9,16.8,359.9,,12.4,,1.35,8.35,0.08,,,13.45,,6.0
Nidda-Bad Salzhausen,Stahlquelle,51.31701554848306,8.988236934978374,19.8,Unconsolidated rocks,Neogene/Paleogene,14.6,2090.0,7.19,-100.0,,,298.0,30.1,80.5,475.0,19,380.0,0.22,12,1.4,1,6.5,0.18,0.72,<0.03,15.8,,6.0
Nidda-Bad Salzhausen,Tiefbohrung,50.41422575689506,8.98564778933442,1000,"Pelite, Sandstone",Permian,27.3,,,,,,10323.0,556.0,1262.0,19400.0,1520,598.0,,,,,21.5,,,,,,6.0
Niddatal-Bönstadt,Flachbohrung,50.29596890093531,8.83507831840642,2,Unconsolidated rocks,Quaternary,n.s.,,7.4,,,,260.6,25.05,128.93,231.82,125.54,710.65,,9.44,,,,,,0,,,6.0
Niedenstein-Kirchberg,Kirchberg I,51.20692539264988,9.277346913481468,165,Sandstone,Triassic,11.4,,7.1,,,,,,,,,189.0,,,,,,,,,,,6.0
Niedenstein-Kirchberg,Kirchberg I,51.20692539264988,9.277346913481468,165,Sandstone,Triassic,13.4,400.0,6.94,,,8,5.8,16.2,51.2,16.3,28.1,165.0,,1.3,,0,0.03,0,,19,,,6.0
Niedenstein-Kirchberg,Kirchberg II,51.2083562088355,9.280504027504525,189.5,Sandstone,Triassic,11.2,,7.2,,,,,,,,,213.0,,,,,,,,,,,6.0
Niedenstein-Kirchberg,Kirchberg II,51.2083562088355,9.280504027504525,189.5,Sandstone,Triassic,12.8,422.0,7.05,,,7.6,5.9,20.7,49.3,15.1,26.3,195.0,,1.4,,0,0.011,0,,12.7,,,6.0
Niedenstein-Kirchberg,Kirchberg III,51.21647133478387,9.270104140198232,265,Sandstone,Triassic,11.2,,7.0,,,,,,,,,213.0,,,,,,,,,,,6.0
Niedenstein-Kirchberg,Kirchberg III,51.21647133478387,9.270104140198232,265,Sandstone,Triassic,10.4,286.0,7.15,,,7.2,6.9,19.6,55.7,19.1,38.9,214.0,,1.2,,0,0,0,,20.9,,,6.0
Nieste,Niestetal I (SWK),51.31391829079796,9.656395332696324,310,Sandstone,Triassic,12.4,123.3,6.56,,,6.04,4.42,2.3,12.73,6.53,10.4,37.94,,2,,<0.22,0.08,0.062,<0.2,6.73,,,6.0
Nieste,Niestetal II (SWK),51.31875038585738,9.645848297847163,280,Sandstone,Triassic,11.6,231.0,6.88,393.0,,9.8,7.0,8.6,31.7,14.2,18,122.0,,2.09,,0,0,0,,3.564,13.3,,6.0
Nieste,Niestetal II (SWK),51.31875038585738,9.645848297847163,280,Sandstone,Triassic,11.9,239.0,7.05,,,,6.38,6.97,35.28,6.17,18.3,130.7,,2.11,,,,,,2.17,,,6.0
Nieste,Niestetal III (SWK),51.30519486534283,9.703455189458259,260,Sandstone,Triassic,13.6,245.0,6.88,402.0,,4.2,14.9,9.2,26.6,11.2,13.9,122.0,,2.21,,0,0,0,,0.972,14.8,,6.0
Nieste,Niestetal VI (SWK),51.30445930359948,9.691110239224884,160,Sandstone,Triassic,11.6,188.0,7.4,,,,,,,,,104.0,,,,,,,,,,,6.0
Nieste,Niestetal VI (SWK),51.30445930359948,9.691110239224884,160,Sandstone,Triassic,9.8,87.0,6.58,,,5.9,5.9,3.2,6.5,4.1,5.9,37.2,,1.4,,0,0.01,0,,1.5,,,6.0
Niestetal-Heiligenrode,Niestetal III (GWN),51.31652322932158,9.589153368309647,125,Sandstone,Triassic,10.4,,6.9,,,,,,,,,92.0,,,,,,,,,,,6.0
Niestetal-Heiligenrode,Niestetal III (GWN),51.31652322932158,9.589153368309647,125,Sandstone,Triassic,11.6,268.0,6.67,,,5.8,7.1,7.7,37.4,15.8,22.2,101.0,,1.3,,0,0.6,0.13,,15.4,,,6.0
Niestetal-Heiligenrode,Niestetal IV (GWN),51.30595069912841,9.209963341968573,220,Sandstone,Triassic,12,,7.2,,,,,,,,,226.0,,,,,,,,,,,6.0
Niestetal-Heiligenrode,Niestetal IV (GWN),51.30595069912841,9.209963341968573,220,Sandstone,Triassic,12.7,468.0,6.98,,,5.2,9.6,18.4,61.3,17.5,30.1,226.0,,2.4,,0,0.016,0,,11,,,6.0
Niestetal-Heiligenrode,Niestetal VII (SWK),51.32170378981306,9.630108233336465,290,Sandstone,Triassic,12.2,281.0,6.89,421.0,,10,7.0,11.5,37.4,13.4,15,165.0,,1.95,,0,0,0,,0.162,14.8,,6.0
Niestetal-Heiligenrode,Niestetal VII (SWK),51.32170378981306,9.630108233336465,299,Sandstone,Triassic,13.3,267.0,7.47,,,,6.26,9.2,39.21,5.01,17.3,159.1,,1.88,,,,,,0,,,6.0
Niestetal-Sandershausen,Niestetal I (GWN),51.32285129232672,9.563696460857482,129.5,Sandstone,Triassic,11.3,,7.7,,,,,,,,,226.0,,,,,,,,,,,6.0
Niestetal-Sandershausen,Niestetal I (GWN),51.32285129232672,9.563696460857482,129.5,Sandstone,Triassic,12.1,381.0,6.67,,,7.4,10.8,15.8,44.9,22.0,21.1,158.0,,2.4,,0,0.072,0,,27.6,,,6.0
Niestetal-Sandershausen,Niestetal II (GWN),51.32803225703748,9.57050391350583,150.8,Sandstone,Triassic,11.1,,7.0,,,,,,,,,122.0,,,,,,,,,,,6.0
Niestetal-Sandershausen,Niestetal II (GWN),51.32803225703748,9.57050391350583,150.8,Sandstone,Triassic,11.7,371.0,7.03,,,5.4,12.2,11.6,46.1,25.0,31.1,140.0,,1.9,,0,0.022,0,,10.4,,,6.0
Oberursel,Brunnen IV,50.19009118172934,8.594139540131476,142,Unconsolidated rocks,Neogene/Paleogene,14.7,321.0,7.4,,,<0.1,12.0,4.9,31.0,15.0,21,96.0,,2.5,,0.11,0.42,0.059,,6.4,,,6.0
Oberweser-Oedelsheim,Versuchsbohrung,51.59608926066667,9.589588176649885,60,Sandstone,Triassic,11.3,,,,,,1545.0,110.6,205.0,2365.0,404.7,727.3,,,,,,,,,,,6.0
Oestrich-Winkel,Versuchsbohrung Oestrich,50.01279880832734,8.045033127349758,160,Unconsolidated rocks,Permian,n.s.,,8.1,,,,425.0,0.0,25.0,49.0,184,885.0,,,,1.3,,,,Traces,,,6.0
Oestrich-Winkel-Mittelheim,Versuchsbohrung Mittelheim,50.00930333339217,8.014127700794218,59,Sandstone,Permian,12.2,,6.9,,,2.8,24.0,42.0,244.0,38.0,483,311.0,,,,0.23,3.8,0.58,,33,19.5,,6.0
Offenbach (Main),Firma Rügener,50.10961670175579,8.75322915842987,326,Arkose,Permian,n.s.,,,,,,1223.05736,8.506749999999998,10.0195,705.5147000000001,293,1732.88564,,,,,,,,,,,6.0
Offenbach (Main),Kaiser-Friedrich-Quelle I,50.10386439144455,8.754237291197908,275,"Limestone, Arkose, Pelite",Permian,19,,,,,,1363.0,4.992,5.738,725.1,305.1,2071.0,2.383,15.02,0.023,1.299,0.336,0.268,,10.64,22.03,,6.0
Offenbach (Main),Kaiser-Friedrich-Quelle I,50.10386439144455,8.754237291197908,275,"Limestone, Arkose, Pelite",Permian,19.2,,,,,,1328.0,3.75,4.6,727.9,313.98,1961.0,2.54,34.65,0.04,1.52,0.15,0.09,,6.21,17.53,,6.0
Offenbach (Main),Kaiser-Friedrich-Quelle I,50.10386439144455,8.754237291197908,275,"Limestone, Arkose, Pelite",Permian,17.3,,,,,,1336.0,2.4,4.5,766.0,309.4,1942.2,,,,,,,,,,,6.0
Offenbach (Main),Kaiser-Friedrich-Quelle III,50.10296733513541,8.755220441090033,301.5,"Limestone, Arkose, Pelite",Permian,20.6,5420.0,8.0,-120.0,,<0.1,1385.0,4.6,8.0,760.0,330,2026.0,,16.5,0.28,3.1,0.03,0.003,,<0.05,,,6.0
Offenbach (Main),Kaiser-Friedrich-Quelle III,50.10296733513541,8.755220441090033,301.5,"Limestone, Arkose, Pelite",Permian,21,,6.5,,,,1425.0,4.0,5.0,745.0,336,2160.0,,17,,,,,,,,,6.0
Ortenberg-Selters,Benediktussprudel,50.34615858773979,9.040465936393435,100,Limestone,Permian,12,,,,,,4570.24,147.0,788.9,7644.0,924.47,1513.4,2.1,318,20.4,1.85,10.8,0.6,,,15.59,,6.0
Ortenberg-Selters,Benediktussprudel,50.34615858773979,9.040465936393435,56.4,Limestone,Permian,11.7,,6.18,,,,3412.0,116.6,603.7,5583.0,683.1,1421.0,,237.1,,1.022,7.424,0.954,,2.532,18.95,,6.0
Ortenberg-Selters,Benediktussprudel,50.34615858773979,9.040465936393435,56.4,Limestone,Permian,n.s.,,,,,,,,,,,,,,,,,,,,,,6.0
Ortenberg-Wippenbach,Klosterbrunnen,50.34966775749504,9.031756859606949,7,Limestone,Permian,11.5,,,,,,3320.0,135.2,569.0,5621.0,612.1,1285.0,,307,,1.2,10.1,2.2,,,,,6.0
Ortenberg-Wippenbach,Klosterbrunnen,50.34966775749504,9.031756859606949,7,Limestone,Permian,9.7,,,,,,3494.4,127.4,575.6,5798.8,646,1229.2,,,,,12.85,,,,,,6.0
Ottrau-Schorbach,Schorbach,50.84329682952233,9.397159199081354,158,Sandstone,Triassic,11,,5.8,,,5.4,5.3,8.1,3.0,15.6,7.9,19.6,,,,,<0.1,0.02,,7,,,6.0
Pfungstadt,Pfungstadt I,49.79041233168866,8.592628019772546,2291,?,Paleogene/Permian,n.s.,,,,,,22350.0,369.0,728.0,38550.0,20.6,354.0,,1920,,,104.5,,,,,,6.0
